ZEIT;RAUM;MERKMAL;WERT
2016;29 Schloss;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.47
2018;27 Kreuz;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.46
2017;27 Kreuz;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.46
2019;25 Mauritz-West;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.45
2018;11 Aegidii;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;1.45
2016;21 Pluggendorf;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.45
2016;28 Neutor;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.45
2021;27 Kreuz;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.44
2022;14 Buddenturm;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.43
2016;25 Mauritz-West;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;1.43
2019;14 Buddenturm;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.43
2015;29 Schloss;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.42
2015;52 Sentrup;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.42
2018;13 Dom;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.39
2019;15 Martini;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.38
2021;29 Schloss;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.38
2021;27 Kreuz;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;1.38
2018;14 Buddenturm;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.38
2015;15 Martini;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.38
2021;21 Pluggendorf;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.37
2021;21 Pluggendorf;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.37
2018;21 Pluggendorf;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.35
2020;27 Kreuz;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.35
2020;21 Pluggendorf;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.35
2022;21 Pluggendorf;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.35
2019;25 Mauritz-West;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.35
2021;22 Josef;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.35
2018;15 Martini;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.34
2021;25 Mauritz-West;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.34
2021;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.33
2019;14 Buddenturm;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.32
2019;13 Dom;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.32
2021;52 Sentrup;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.31
2019;13 Dom;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.3
2019;27 Kreuz;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.29
2018;25 Mauritz-West;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.29
2022;13 Dom;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.29
2021;27 Kreuz;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.28
2019;12 Überwasser;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.26
2021;12 Überwasser;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.26
2020;21 Pluggendorf;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.25
2018;13 Dom;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.24
2022;15 Martini;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.23
2022;15 Martini;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.23
2015;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.23
2017;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.23
2015;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;1.23
2015;12 Überwasser;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.23
2016;12 Überwasser;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.23
2018;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.22
2019;21 Pluggendorf;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.22
2017;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.21
2018;52 Sentrup;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.21
2019;13 Dom;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.2
2021;13 Dom;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.2
2015;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.19
2020;15 Martini;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.18
2019;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.17
2020;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.17
2018;14 Buddenturm;Anteil der Arbeitslosen(SGB II UND SGB III) an der Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.15
2014;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.15
2014;12 Überwasser;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.15
2020;14 Buddenturm;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.12
2021;29 Schloss;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.12
2018;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.11
2021;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.11
2018;29 Schloss;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.11
2019;13 Dom;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.1
2016;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.07
2019;15 Martini;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;1.06
2017;12 Überwasser;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.06
2018;21 Pluggendorf;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;1.05
2019;25 Mauritz-West;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;1.02
2016;21 Pluggendorf;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;1.02
2021;21 Pluggendorf;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;1.01
2020;13 Dom;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;0.98
2014;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;0.97
2019;15 Martini;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;0.88
2022;11 Aegidii;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0.86
2022;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;0.85
2021;11 Aegidii;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0.78
2017;29 Schloss;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;0.78
2018;25 Mauritz-West;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0.73
2019;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;0.73
2021;13 Dom;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;0.66
2020;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;0.55
2014;29 Schloss;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2019;15 Martini;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2020;15 Martini;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2021;15 Martini;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2014;29 Schloss;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2017;15 Martini;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2017;12 Überwasser;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2018;15 Martini;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2019;15 Martini;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2020;15 Martini;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2021;15 Martini;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2014;29 Schloss;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2015;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2018;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2019;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2019;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2020;43 Hafen;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2020;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2020;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2021;11 Aegidii;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2021;12 Überwasser;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2021;43 Hafen;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2021;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2022;11 Aegidii;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2022;15 Martini;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;0
2018;15 Martini;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
2018;12 Überwasser;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
2019;15 Martini;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
2021;15 Martini;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
2021;12 Überwasser;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
2022;15 Martini;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
2022;12 Überwasser;Anteil der männlichen Arbeitslosen(SGB II UND SGB III) an der männlichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
2018;14 Buddenturm;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
2018;13 Dom;Anteil der weiblichen Arbeitslosen(SGB II UND SGB III) an der weiblichen Wohnberechtigten Bevölkerung im Alter von 15 - 64 Jahren - Kontextindikator 2;
